SURNAMES,MALE,FEMALE,
Kollias,Radoald,,
Kolokotronis,Radolf,,
Kolonja,Radulf,,
Kolowrat,Radulfus,,
Kona,Rafe,,
Kondylis,Raff,,
Kongoli,Raffo,,
Konight,Rafold,,
Koninck,Raganald,,
Koning,Raganfrid,,
Konink,Raganhard,,
Konnight,Raganher,,
Konrad,Ragenald,,
Kontoghiorghes,Raginhart,,
Koopman,Raginmund,,
Koopmans,Raginpert,,
Kopke,Ragnfred,,
Koppen,Raguenel,,
Koraïs,Raguet,,
Koretnaar,Rahere,,
Korff,Rahier,,
Korkizoglou,Raignald,,
Korkizoglu,Raiimond,,
Korner,Raimbaud,,
Kornmann,Raimbaut,,
Korres,Raimer,,
Korsas,Raimond,,
Korsten,Raimund,,
Kortright,Raimundus,,
Korving,Rainald,,
Koryzis,Rainaldus,,
Korzha,Rainard,,
Koshney,Rainerius,,
Koskotas,Rainerus,,
Kosos,Rainier,,
Kossuth,Raitin,,
Kost,Ralf,,
Kostanopoulos,Rammius,,
Köster,Rampo,,
Kosters,Ran,,
Kostner,Ranald,,
Kostopulos,Rand,,
Kostov,Randal,,
Kota,Randall,,
Kotaridou,Randle,,
Kotta,Randolph,,
Koubek,Randoul,,
Kough,Randulfus,,
Koukodimos,Randull,,
Koukoudimos,Randy,,
Koumoundouros,Rangi,,
Koundouriotis,Rankin,,
Kounev,Rannulf,,
Kourniakis,Rannulfus,,
Kousoulas,Ranulf,,
Kovac,Ranulfus,,
Kovago,Ranulph,,
Kowarsch,Ranulphus,,
Kozani,Raolet,,
Kraatz,Raolin,,
Krabbe,Raollet,,
Krafstein,Raollin,,
Krahmer,Raoul,,
Krajicek,Raoulet,,
Krall,Raoulin,,
Kramer,Rasequin,,
Krasnicki,Ratchis,,
Krasniki,Ratier,,
Krasniqi,Ratilo,,
Krassnig,Rauf,,
Kratz,Rauffe,,
Kraus,Raulf,,
Krause,Raullin,,
Kraushaar,Raulyn,,
Krausse,Rausimod,,
Krauthammer,Rautio,,
Krautheimer,Rauve,,
Kreanga,Rawkin,,
Krebs,Rawlin,,
Krech,Raymundus,,
Krehbiel,Raynaldus,,
Kreider,Rayner,,
Kreissig,Raynerus,,
Kreitz,Raynoldus,,
Krenckel,Razo,,
Kresch,Recared,,
Kreutzer,Reccared,,
Kreutzwald,Recceswinth,,
Krey,Rechiar,,
Kriebl,Rechimund,,
Krige,Recitach,,
Krijnen,Redway,,
Krin,Reginald,,
Kritopoulos,Reginalde,,
Krizi,Reginaldus,,
Kroditier,Reginar,,
Kroeger,Regino,,
Kroes,Régnier,,
Krohn,Reignald,,
Krom,Reignolde,,
Kronburger,Reimfred,,
Kronenberg,Reimond,,
Kroner,Reimund,,
Krosko,Reinald,,
Krueckel,Reinboldus,,
Krug,Reinfred,,
Kruger,Reinfrid,,
Krugman,Reinfridus,,
Krumel,Reinhold,,
Krumholtz,Reinold,,
Krummenacher,Reinoldus,,
Krumova,Reipert,,
Krupova,Rekitach,,
Kruppa,Remert,,
Kruyer,Remfrey,,
Kruyt,Remi,,
Kubadinski,Remia,,
Kubel,Remier,,
Kucheida,Remir,,
Kucnecov,Remismund,,
Kucska,Remmer,,
Kuegler,Remon,,
Kuehn,Remondin,,
Kuehne,Remonnet,,
Kuerten,Remont,,
Kuhbauer,Rémy,,
Kühnemund,Renard,,
Kuhnt,Renart,,
Kuijken,Renaud,,
Kuipers,Renaudin,,
Kulcsar,Renaut,,
Kulhberg,Renfred,,
Kulmus,Renfry,,
Kumbernuss,Renier,,
Kümblin,Renko,,
Kümlin,Reno,,
Kun,Renodet,,
Küng,Renoldus,,
Kuntz,Renonys,,
Kunz,Renost,,
Kupi,Renouart,,
Kupkat,Renouf,,
Kursumulu,Renout,,
Kurtag,Reolus,,
Kurti,Respa,,
Kurtosi,Resse,,
Kurutz,Retemeris,,
Kuszmann,Reto,,
Kuti-Kiss,Rewa,,
Kutishi,Rex,,
Kutsera,Reymnd,,
Kuyper,Reynald,,
Kyriacou,Reynard,,
Kyriakou,Reynaud,,
Kyriazis,Reyner,,
la Berche,Reynfred,,
la Berviere,Reynfrey,,
la Bruiere,Reynold,,
la Cleve,Reynoldus,,
la Foret,Rhadamanthos,,
la Guierche,Rhesus,,
la Mare,Rhexenor,,
la Pérouse,Rhima,,
la Pommeraie,Ribald,,
la Riviere,Ribes,,
la Rocca,Ricard,,
la Rochenoire,Ricardus,,
la Touche,Ricaud,,
la Vache,Rich,,
la Verrier,Richal,,
Labadie,Richarde,,
Labande,Richardin,,
Labarde,Richardus,,
Labat,Richart,,
Labbé,Richemanus,,
Labit,Richeut,,
Labourdette,Richie,,
Labouré,Richier,,
Labraccio,Richomer,,
Labre,Richomeres,,
Labriola,Ricimer,,
Labrousse,Rick,,
Labyorteaux,Rickert,,
Lacatelli,Ricket,,
Lacatus,Ricohard,,
Lachaille,Ricon,,
Lacharriere,Rictiovarus,,
Lachiondo,Rikiar,,
Lachkovics,Ringerus,,
Laci,Rionet,,
Lackenbach,Ripertus,,
Lackner,Rique,,
Lacksz,Riquebourc,,
Laclau,Riquier,,
Lacombe,Riso,,
Laconi,Rizon,,
Lacoumette,Rob,,
Lacroix,Robard,,
Lacusta,Robbie,,
l'Adoube,Rober,,
Lafeber,Robertus,,
Lafenestre,Robin,,
Laffon-parias,Robinet,,
Lafitte,Robion,,
Laforet,Robyn,,
Lafranchi,Rocelinus,,
Lafrenière,Rodbertus,,
Laghi,Roderic,,
Lago,Roderick,,
Lagomarsino,Rodney,,
Lagorio,Rodolf,,
Lagouarde,Rodolph,,
Lagoutte,Rodolphe,,
Laguilhon,Roduulf,,
Lagututta,Rogatus,,
Lahr,Rogerin,,
Laigle,Rogerius,,
l'Aigle,Rogerus,,
Lajos,Roget,,
Lajtos,Rogier,,
Laka,Roguelin,,
Lakatos,Roland,,
Lalande,Rolandus,,
Lalanne,Rolant,,
Lallement,Roley,,
Lama,Rolf,,
Lamache,Rolfe,,
Lamaison,Rolft,,
Lamaj,Rolland,,
Lamarre,Rollant,,
Lambeck,Rollin,,
Lambert,Rollo,,
Lamberti,Rolph,,
Lambertini,Romainne,,
Lamboglio,Romayne,,
Lamborghini,Romuald,,
Lambrakis,Ronald,,
Lambrecht,Roncin,,
Lambrechts,Rongo,,
Lambrianou,Roolf,,
Lambrinos,Roricus,,
Lamiel,Roscelin Rocelin,,
Lamine,Rosser,,
Lammesfelder,Rostand,,
Lamotta,Rotari,,
Lamper,Rotbert,,
Lampers,Rotbertus,,
Lampl,Rotgerius,,
Lamy,Rothad,,
Lanctot,Rothari,,
Landaburu,Rotrou,,
Landauer,Roucaud,,
Lander,Rouland,,
Landgut,Roulant,,
Landino,Roule,,
Landis,Roulf,,
Landler,Roumain,,
Lando,Roumiet,,
Landrain,Rowland,,
Landre,Rowley,,
Landry,Ruald Ruaud,,
Landwerlen,Rubertus,,
l'Ane,Rudegerus,,
Lanfranchi,Rudesind,,
Lang,Rudolfus,,
Langen,Rufier Rufin Rufus,,
Langenkamp,Ruisko,,
Langey,Runo,,
Langlois,Russell Roussel,,
Langushi,Rusto,,
Lankes,Ruthardus,,
Lano,Rychard,,
Lanquetot,Rycharde,,
Lansink,Saba,,
Lanziego,Sabas,,
Lapaglia,Sabin,,
Lapasset,Sabyllos,,
Lapi,Sadagares,,
Lapierre,Sadun,,
Lapin,Saer,,
Lapo,Saerus,,
Lapointe,Safrax,,
Laporte,Sagar,,
Lapôtre,Sagard,,
l'Appeville,Sagarus,,
Lapuente,Saillot,,
Larannaga,Sainte Santin,,
Larbaletrier,Salbatore,,
l'Archer,Salicar,,
l'Archibudelli,Salla,,
Lardenoit,Salmoneus,,
Largillière,Samer,,
Larguier,Samo,,
Larini,Samson,,
Laros,Sandaili,,
Larosière,Sander,,
Larramendy,Sanders,,
Larraza,Sandre,,
Larrea,Sandrin,,
Larriategi,Sanduru,,
Larroquette,Sandy,,
Larrouse,Sangiban,,
Larue,Sanguin,,
Lasa,Sansalas,,
Lascaris,Santi,,
Lashier,Santikurtz,,
Laskine,Santio,,
Lassen,Santutxo,,
Lassucq,Santxo,,
Lastex,Santxol,,
Laszmann,Saphrax,,
Latapy,Sarapammon,,
Latarjet,Sarilo,,
Latcherie,Sarpedon,,
Laterano,Sarus,,
Lathouris,Sasoin,,
Lathuile,Satabus,,
Latifi,Satordi,,
Latini,Satyros,,
Latour,Saunder,,
Latreille,Saundre,,
Lau,Savaric Savary,,
Lauchart,Sawney,,
Lauga,Sawnie,,
Laune,Saxo,,
l'Aune,Sayer,,
Laurens,Scaios,,
Laurent,Scamandius,,
Laurentius,Scamandrius,,
Laureys,Schedius,,
Laussacq,Scholasticus,,
Laussucq,Sconea,,
Lautens,Scylax,,
Lauterback,Scyllias,,
Lauwens,Scythas,,
Lauzirika,Searl,,
Lavagne,Searle,,
Lavalliere,Seaward,,
Lavanchy,Sebastianus,,
Lavandais,Sebastos,,
Lavergne,Seber,,
Lavicq,Sede,,
Lavigne,Segar,,
Lavignen,Segarus,,
Laviniere,Segeric,,
Lavoie,Seguin,,
Lawrenson,Sehier Syhier,,
Laxague,Sein,,
Layard,Seisames,,
Lazami,Selagus,,
Lazar,Selatse,,
Lazardis,Seldomus,,
Lazarovici,Selenas,,
Laziosi,Selepos,,
Lazzarali,Seleukos,,
Lazzaretti,Selle,,
Lazzarini,Selles,,
le Barge,Seme,,
le Berruier,Semeno,,
le Blanc,Sendoa,,
le Blond,Senebaut,,
le Bouguignon,Sengrat,,
le Braz,Senuthius,,
le Breton,Sequin,,
le Brocq,Serell,,
le Chandelier,Sergius,,
le Chanony,Seri,,
le Clerc,Serill,,
le Conte,Serle,,
le Cordier,Serlo,,
le Cornu,Serlon,,
le dauphin,Sernays,,
le Despensier,Serrell,,
le Doulcet,Serrill,,
le Gaucher,Sesuldo,,
le Goix,Seuuard,,
le Goyet,Seuuardus,,
le Grant,Seven,,
le Gras,Sevestre,,
le Jeune,Sevrin,,
le Jumel,Sewal,,
le Lieur,Sewale,,
le Maistre,Sewallus,,
le Marchant,Seward,,
le Marechal,Sewell,,
le Marinier,Shapur,,
le marquand,Shilgen,,
le Masson,Shipitbaal,,
le moigne,Sibertus,,
le Nain,Sibico,,
le Nôtre,Sibilo,,
le Paulmier,Siboldus,,
le Pelletier,Sibragtus,,
le Pesant,Sibratus,,
le Petit,Sicard Sicho Sicre,,
le Poitevin,Sicho,,
le Roux,Sicinnos,,
le Seigneur,Siculus,,
le Senechal,Sidimund,,
le Sueur,Siebrand,,
le Tellier,Siefke,,
le Vicomte,Siegmyrth,,
Leal,Sifridus,,
Lebel,Sigan,,
Leboeuf,Sigebert,,
Lebouc,Sigenandus,,
Lebretton,Sigeric,,
Lecadre,Sigesar,,
Leccia,Sigibald,,
Lecea,Sigibert,,
Lechkov,Sigibuld,,
Leconte,Sigismund,,
Lecouvé,Sigisvult,,
Lecroix,Sikke,,
Lector,Silanos,,
Ledermann,Silban,,
Leedt,Silenos,,
Leekens,Silvestre,,
Leese,Simmias,,
Leeuwangh,Simo,,
Lefebre,Simocatta,,
Lefevre,Simoisius,,
Leffert,Simonides,,
Leffler,Sindel,,
Leflamand,Sindila,,
Leflon,Sindo,,
Lefou,Sinibaldo,,
Lefranc,Sinis,,
Legarreta,Sinon,,
Legarza,Sippas,,
Legendre,Sirion,,
Leger,Sirom,,
Legnano,Siromos,,
Legorburu,Sisbert,,
Legout,Sisebut,,
Legros,Sisenand,,
Lehman,Sisyphus,,
Lehmann,Sito,,
Lehner,Sittas,,
Lehnich,Situli,,
Lehr,Sivis,,
Leib,Siwardus,,
Leibbrandt,Sjamme,,
Leibenguth,Skiron,,
Leiber,Smaragdus,,
Leibnitz,Smindyrides,,
Leidholdt,Smintheus,,
Leimann,Snaracho,,
Leismuller,Snarung,,
Leitenberger,Snato,,
Leiter-Nijpels,Snazi,,
Leitinger,Soas,,
Leitner,Socus,,
Lejosne,Sohalet Soolet,,
Lekens,Sohier,,
Lekunberri,Soin,,
Lekuona,Soke,,
Lellouche,Sophanes,,
Lelong,Sophokles,,
Lelouch,Soranus,,
Lelu,Sosibios,,
Lemaire,Sosicles,,
Lemer,Sosigines,,
Lemerre,Sosilus,,
Lemmens,Sosimenes,,
Lemonnier,Sosipatros,,
Lemorne,Sosthenes,,
Lempereur,Sostias,,
Lengnisch,Sostratos,,
Leniz,Soter,,
Lent,Sotil,,
Lentini,Souni Sonnet,,
Lenz,Speciosus,,
Leonard,Spertias,,
Leone,Speudon,,
Leonetti,Speusippos,,
Leoni,Spinther,,
Leonidis,Spirodion,,
Leonte,Staas,,
Leopardi,Stace,,
Leotard,Stacey,,
Lepercq,Stachys,,
Leplat,Stacius,,
Lepore,Stacy,,
Lepper,Stallo,,
Lequiller,Starchari,,
Lercari,Stauracius,,
Lerch,Steffen,,
Lerminie,Stentor,,
Lertxundi,Stephane,,
Lesaché,Stephen,,
Lesbordes,Stesagoras,,
Lesbros,Stesanor,,
Lesclide,Stesilaus,,
Lesein,Sthenelaus,,
Lessing,Sthenelus,,
Lestonnac,Stichius,,
l'Estourmi,Stielf,,
Letamendi,Stilicho,,
Lete,Stolos,,
Letheran,Strabo,,
Letice,Strachys,,
Letizi,Strategius,,
Letoute,Stratios,,
Letre,Straton,,
Lettiere,Strophantes,,
Letzetter,Strophius,,
Leveaux,Strymon,,
Leveille,Su,,
Levet,Suatrius,,
Levicq,Sueridus,,
Levienaise,Sugar,,
Levorato,Suger,,
Levski,Sugoi,,
Lewin,Suidbert,,
Leydecker,Suidger,,
Leydier,Sumar,,
Leyn,Sunericus,,
Leys,Sunnia,,
Leysen,Sunno,,
Lezertua,Suntje,,
Lezeta,Suppo,,
Lézine,Sustrai,,
L'Heureux,Sweert,,
Lhuillier,Swikerus,,
Lianis,Swirt,,
Liapchev,Swittert,,
Liatti,Syagricus,,
Libertini,Syagrius,,
Licci,Syagros,,
Lichtenegger,Syennesis,,
Lickliter,Syloson,,
Lictenegger,Sylvester,,
Liebenthal,Symeon,,
Lieber,Symeonius,,
Liebermann,Synesius,,
Liegeois,Syriack,,
Liekmar,Syward,,
Lietzke,Sywardus,,
Lieuwes,Tadica,,
Lievremont,Taiaho,,
Ligeti,Taillefer,,
Ligier,Taillemache,,
Ligonier,Taine,,
Liguori,Taino,,
L'ile,Taki,,
Lilov,Talaemenes,,
Limouzylise,Talaos,,
Linazasoro,Talaus,,
Linckford,Talbot,,
Linden,Talebot,,
Linder,Tallo,,
Lindulf,Talon,,
Linesch,Talos,,
Linesi,Talthybios,,
Linge,Tamás,,
Lingeman,Tame,,
Lingen,Tamme,,
Lingens,Tanais,,
Linneberg,Tanca,,
Linser,Tancard,,
Linster,Tancred,,
Lintweaver,Tancrede,,
Lior,Tane,,
Liotard,Tankard,,
Liotta,Tarchaniotes,,
Lipari,Tarchon,,
Lippelt,Tardu,,
Lippi,Tartalo,,
Lippold,Tassart Tassot Tassin,,
Liptak,Tassilo,,
Lisabeth,Tato,,
Lischka,Taua,,
Lise,Taunui,,
Listzes,Taureas,,
Lit,Taurin,,
Littman,Tawno,,
Litzmann,Te,,
Lixandroiu,Te Kori,,
Locatelli,Tebaeus,,
Lizaran,Tebald,,
Lizarazu,Tebaud,,
Lizarraga,Tebbe,,
Lizarzaburu,Tecton,,
Lizerand,Tedbaldus,,
Ljankes,Tedric,,
Lobato,Teebald,,
Lobinger,Teias,,
Lobo,Teiresias,,
Lobsien,Teja,,
Lobstein,Tekukuni,,
Lockefeer,Telamon,,
Loef,Telekles,,
Loeffelmann,Telemacho,,
Loehr,Telemachos,,
Loens,Telemachus,,
Loffler,Telephos,,
Loffredo,Telephus,,
Loges,Telesinus,,
Loggia,Telesphorus,,
Logoreci,Telines,,
Logotheti,Tellias,,
Loheit,Tellis,,
Lohmann,Tello,,
Lohmer,Telys,,
Lohmeyer,Tem,,
Lohner,Temenos,,
Lohse,Temuera,,
Loidi,Tendao,,
Loidl,Tenes,,
Loinaz,Tenny,,
Loisate,Tenthredon,,
Loit,Teodbald,,
Lokaj,Teodric,,
Lokermans,Tere,,
Lollobrigida,Tereus,,
Lom,Tericius,,
Lombard,Terillos,,
Lombroso,Terrell,,
Lomont,Terric,,
Lonaies,Terrick,,
Lonard,Terricus,,
Longari,Terry,,
Longeserre,Tescelin,,
Longin,Tetbald,,
Longo,Tetramnestus,,
Longuet,Tettrino,,
Lootens,Teucer,,
Loots,Teukros,,
Lopes,Teutamos,,
Lopper,Teuthranes,,
Loquinaire,Teuthras,,
Lorcy,Teutobod,,
Lorda,Tevenot,,
Lorelliere,Thales,,
Lorenz,Thaleus,,
Lorenzelli,Thalpius,,
Lorenzetti,Thalysios,,
Loret,Thancharat,,
Lorgnon,Thancheri,,
Lorie,Thancred,,
Lorine,Thankmar,,
Lorrain,Tharuaro,,
Lorraine,Tharybis,,
Lorre,Thaulos,,
Lortie,Thaumastus,,
Lorz,Theagenes,,
Loschi,Theages,,
Losier,Theas,,
Lossie,Theasides,,
Losurdo,Thebaldus,,
Loth,Thee,,
Louagie,Thela,,
Loubens,Themistius,,
Louca,Theobald,,
Loucelles,Theobaldus,,
Louet,Theocharistus,,
Louganis,Theoclymnius,,
Louppe,Theoctistus,,
Louvaris,Theocydes,,
Louvet,Theodahad,,
Louw,Théodard,,
Louwman,Theodbald,,
Lovet,Theodehad,,
Lovica,Theodekles,,
Löwe,Theodemar,,
Loy,Theodemer,,
Lozier,Theoderic,,
Lozoya,Theodericus,,
Luart,Theoderid,,
Lubbe,Theodilacus,,
Lubberts,Theodo,,
Lubbertse,Theodoracius,,
Lubertson,Theodore,,
Lubiani,Theodoretus,,
Lubik,Theodoric,,
Lubin,Theodoricus,,
Lubitsch,Theodoros,,
Luca,Theodorus,,
Lucantoni,Theodotus,,
Luçay,Theodric,,
Lucca,Theodulf,,
Lucchesi,Theodulph,,
Lucchetti,Theodulus,,
Lucci,Theogenius,,
Lucciardi,Theognis,,
Lüceanu,Theomestor,,
Lucescu,Theomestros,,
Lucetti,Theon,,
Luciani,Theopemptus,,
Luciano,Theophanes,,
Lucieer,Theophilius,,
Lucre,Theophilus,,
Lucy,Theophrastos,,
Ludeker,Theophrastus,,
Ludel,Theophylact,,
Ludeman,Theophylactus,,
Ludendorff,Theophylaktos,,
Ludentz,Theopompos,,
Lueders,Theopompus,,
Lueger,Theopropides,,
Luga,Theoros,,
Lugar,Theos,,
Lugosi,Theotimus,,
Luhrman,Theotpert,,
Luiso,Theramenes,,
Lukanov,Therapon,,
Lumaj,Theras,,
Lumani,Thero,,
Lumet,Theron,,
Lunchev,Thersandros,,
Lung,Therseandros,,
Lunghi,Thersilochus,,
Lupescu,Thersites,,
Lupi,Thessalos,,
Lupino,Thestor,,
Luporini,Thettalos,,
Luquet,Theudebert,,
Lurhmann,Theudegisel,,
Luro,Theudegisklos,,
Lusano,Theuderic,,
Luschin,Theudis,,
Lushi,Theudoald,,
Lusieri,Theudobald,,
Lussu,Theutgaud,,
Lustgarten,Theutlich,,
Lutjens,Thibaud,,
Lutkens,Thidrek,,
Luttazi,Thiébaut,,
Lutz,Thieme,,
Lütz,Thiemmo,,
Lutzenius,Thierri,,
Luyt,Thierry,,
Luz,Thietmar,,
Lüz,Thilko,,
Luzaj,Thim,,
Lydecker,Thirkell,,
Lynom,Thiudimir,,
Lyssarides,Thiudorieks,,
Maart,Thoas,,
Maase,Thomas,,
Maazel,Thon,,
Mabie,Thonyn,,
Mably,Thoön,,
Macaluso,Thorald,,
Macaque,Thorax,,
Maccaux,Thore,,
Macchi,Thorismud,,
Macchio,Thorismund,,
Macciocchi,Thorkill,,
Maccioni,Thorold,,
Machado,Thouche,,
Machault,Thrasamund,,
Machel,Thrasaric,,
Machiavelli,Thrasidaios,,
Machin,Thrasilaus,,
Maci,Thrasius,,
Mackelyck,Thrasybulos,,
Maczey,Thrasyllus,,
Madalle,Thrasymedes,,
Madar,Thraustila,,
Madeira,Threspotus,,
Mader,Thrustanus,,
Madereel,Thrystan,,
Madgearu,Thukydides,,
Madler,Thurstan,,
Madonia,Thurstanus,,
Madrelle,Thurstin,,
Maehl,Thybaudin,,
Maertens,Thybaut,,
Maes,Thyestes,,
Maestoni,Thymoetes,,
Maffei,Thymotes,,
Maffi,Thyrsis,,
Magaglio,Thyrsos,,
Maganas,Tiaki,,
Magel,Tiakinga,,
Magellan,Tib,,
Magherini,Tibald,,
Magliorie,Tibalt,,
Magnaldi,Tibaut,,
Magnano,Tibbald,,
Magnanti,Tibbott,,
Magne,Tibost,,
Magnoni,Tibout,,
Magoni,Tiebaut,,
Magos,Tiele,,
Magre,Tierri,,
Maharis,Tiessot,,
Mahlenkamp,Tika,,
Mahler,Timagenidas,, 
Mahlke,Timagoras,,
Maia,Timais,,
Maichel,Timanthes,,
Maidalchini,Timasion,,
Maier,Timasitheus,,
Maignart,Timesithius,,
Maillard,Timm,,
Maini,Timnes,,
Maiotti,Timo,,
Mair,Timoleon,,
Maisinger,Timon,,
Maissoneuve,Timonax,,
Maitan,Timote,,
Maitani,Timotheus,,
Maitra,Timoti,,
Maiuri,Timoxenos,,
Maj,Timozel,,
Majarelli,Tinnelt,,
Majella,Tipi,,
Majer,Tiro,,
Majerhoffer,Tirrell,,
Makarezos,Tirynthius,,
Makk,Tisamenos,,
Makrigiannis,Tisandros,,
Mala,Tisias,,
Malabranca,Tithonius,,
Malachias,Titormos,,
Malaparte,Tityrus,,
Malassis,Tjalf,,
Malatesta,Tjark,,
Malatestiano,Tlepolemus,,
Malaurie,Tmolus,,
Malcher,Toa,,
Maldini,Tobar,,
Malecot,Todor,,
Maleeva,Tomás,,
Malek,Tönjes,,
Malenfant,Torleu,,
Malet,Torphin,,
Malherbe,Torquil,,
Malhuret,Totakoxe,,
Mali,Totila,,
Maliagros,Trafstila,,
Malisse,Trapsta,,
Mallarmé,Trasaric,,
Mallebisse,Trasaricus,,
Mallen,Trasimondo,,
Mallenbrandt,Trechus,,
Mallet,Tribigild,,
Mallilie,Tribonianus,,
Mallory,Tribunas,,
Malmert,Triopas,,
Maloros,Triptolemus,,
Malraux,Tristan,,
Malschaert,Tristian,,
Malvallet,Triston,,
Malveisin,Tristram,,
Malz,Triton,,
Maminot,Troezenus,,
Manacorda,Trophimus,,
Mancina,Trophnus,,
Mancuso,Tros,,
Mandeviel,Trostheri,,
Mandeville,Trostila,,
Mandruleanu,Truhtilo,,
Mandula,Trustan,,
Maneilli,Trustram,,
Manet,Trypho,,
Manetta,Trystrem,,
Manetti,Tuaivi,,
Manfredi,Tufa,,
Mangin,Tuluin,,
Mangoni,Turbertus,,
Maniani,Turgis,,
Manin,Turold,,
Maniu,Turoldus,,
Manjani,Turpin,,
Mann,Turquan,,
Manneilli,Turrianus,,
Mannelli,Turstan,,
Mannini,Turstanus,,
Mannino,Tursten,,
Manoury,Turstin,,
Mans,Turstinus,,
Mansel,Tuste,,
Manselli,Tutain,,
Mansi,Tuu,,
Manstein,Tuyon,,
Manta,Txanton,,
Mantanye,Txaran,,
Mantegna,Txartiko,,
Mantel,Txatxu,,
Manteri,Txerran,,
Manus,Txeru,,
Manzenberger,Txilar,,
Marais,Tximitx,,
Marandici,Txindoki,,
Marat,Txomin,,
Marceau,Txordon,,
Marcelin,Txurio,,
Marchand,Tybalt,,
Marchés,Tybaut,,
Marchetti,Tybost,,
Marchmain,Tybout,,
Marci,Tychaeus,,
Marciano,Tydeides,,
Marconnet,Tydeus,,
Marcoullides,Tymnes,,
Marcovicci,Tyndareus,,
Marcucci,Tyndarios,,
Mardas,Tyon,,
Mares,Tyrell,,
Maresca,Tzimisas,,
Marescot,Tzittas,,
Marfaing,Ubarna,,
Margaglio,Ubben,,
Margas,Ubelteso,,
Margreiter,Ubendu,,
Marguin,Ucalegon,,
Mariage,Ucco,,
Mariani,Uchered,,
Marielle,Ucke,,
Mariette,Uctred,,
Marillac,Udalaitz,,
Marin,Udo,,
Marinatos,Udona,,
Marinelli,Uelert,,
Marinello,Ueli,,
Marineo,Ugaitz,,
Marinescu,Ughtred,,
Marinetti,Ugurtz,,
Maringhi,Ugutz,,
Marinis,Uhin,,
Marinova,Uhredus,,
Marion,Uhtred,,
Mariotto,Uidt,,
Maris,Ulert,,
Marishta,Ulfert,,
Maritz,Ulfilas,,
Markezinis,Ulger,,
Markgraaf,Ulpt,,
Markhov,Ulricus,,
Markoulides,Ulta,,
Markoullides,Uluric,,
Markovits,Umea,,
Marku,Umfray,,
Marletti,Umfrey,,
Marliere,Umfridus,,
Marnet,Umphrey,,
Marocchi,Unai,,
Marot,Unax,,
Marquand,Unigild,,
Marques,Unila,,
Marrone,Unimund,,
Marrot,Uno,,
Marrou,Unsenis,,
Marseille,Untel,,
Marsellis,Uptet,,
Marsellise,Ur,,
Marsolais,Uraias,,
Marsuryn,Uranius,,
Martel,Urbasa,,
Marteling,Urbez,,
Martelli,Urbicus,,
Martelot,Urdaspal,,
Martens,Urdin,,
Martense,Urian,,
Marti,Urianus,,
Martikorena,Urien,,
Martin,Urki,,
Martineau,Urko,,
Martineaud,Urre,,
Martinella,Urritz,,
Martinelli,Urs,,
Martinello,Urtats,,
Martinena,Urti,,
Martinengo,Urtsin,,
Martinet,Urtsua,,
Martini,Urtun,,
Martis,Urtungo,,
Marunde,Urtzi,,
Maruri,Uryene,,
Masarenhas,Uwe,,
Mascagni,Uwen,,
Masci,Uzuri,,
Mascolo,Vacho,,
Masini,Vagdvaraestus,,
Maske,Valamer,,
Masolino,Valamir,,
Maspero,Valantinus,,
Massarelli,Valaravans,,
Massari,Valdebron,,
Massenet,Valentinus,,
Massoni,Valia,,
Massuthe,Valter,,
Mast,Vandalarius,,
Maston,Vandil,,
Mastroianni,Vane,,
Masur,Vannes,,
Matacena,Varazes,,
Matagne,Varin,,
Matarazzo,Varocher,,
Matarrese,Vasacius,,
Mateescu,Vasey,,
Mathan,Vauquelin,,
Mathes,Vedast,,
Mathis,Veduco,,
Mathou,Veitel,,
Mathy,Venantius,,
Matisse,Venerandus,,
Mattens,Venyse,,
Matteotti,Vetericus,,
Mattern,Vetranio,,
Matthijse,Vetranis,,
Matthyssen,Vettias,,
Matthyssens,Vézian,,
Mattier,Viator,,
Matton,Vicelin,,
Matyus,Victor,,
Matzenkopf,Victorinus,,
Maubenc,Vidans,,
Maudit,Videric,,
Mauduit,Vidigoia,,
Mauelshagen,Vidimir,,
Maunsell,Viel,,
Maurer,Viennet,,
Mauresmo,Vigilius,,
Maurhoffer,Vigor,,
Mauri,Viliame,,
Mauritzen,Viliaris,,
Maurois,Vilihame,,
Maurouard,Villiame,,
Maurtua,Vince,,
Mauser,Vincenot,,
Mautner,Vincent,,
Mautravers,Vincentius,,
Mauve,Vincey,,
Mavridou,Vinitharius,,
Mavrogordatos,Virus,,
Mavrokordatos,Visimar,,
Mavromikhalis,Vital,,
Mavros,Vitalianus,,
Mavroudis,Vitalius,,
Maxharraj,Vitel,,
Maxhuni,Vithimiris,,
Maximos,Vithmiris,,
Maxse,Vitigis,,
Mayr,Vittamar,,
Maysinger,Vitus,,
Mazan,Vivianus,,
Mazarello,Vivien,,
Mazarin,Volusian,,
Mazas,Vulmar,,
Mazeri,Vultuulf,,
Mazerolle,Vvillequin,,
Mazilu,Vyell,,
Mazin,Waco,,
Mazza,Waibilo,,
Mazzocchi,Waido,,
Mazzolani,Waihoroi,,
Mazzon,Waimar,,
Mazzucato,Waimiria,,
Meabe,Waiofar,,
Mechitbayeva,Waisale,,
Meco,Wala,,
Mecs,Walahfrid,,
Medeiros,Walahmar,,
Mediate,Walaric,,
Medici,Walchelim,,
Medley,Walchelin,,
Medtner,Walcher,,
Meens,Waldef,,
Meerapfels,Waldeof,,
Meerschaert,Waldeve,,
Meersman,Waldew,,
Mees,Waldhar,,
Meesen,Waldhere,,
